Unique Drugs,Unique Targets,Drug Names,Target Name
C=CC(=O)Nc1cccc(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,nor-NOHA,
CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)Cc1cc(C)no1,,Dolasetron,
Cc1ccc2cc1-c1cc(nc(N)n1)Sc1cccc(c1)OCCCCO2,,UDP-alpha-D-xylose,
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](C(=O)N5CCCC5)C4)cc3)nn3cccc23)n[nH]1,,Triptolide,
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](C(=O)N5CCC(F)(F)C5)C4)cc3)nn3cccc23)n[nH]1,,Manitimus,
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](C(=O)Nc5ccc(F)cc5)C4)cc3)nn3cccc23)n[nH]1,,KOS-1584,
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](C(=O)NC5CCCC5)C4)cc3)nn3cccc23)n[nH]1,,beta-Apopicropodophyllin,
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](C(=O)NC5CCC5)C4)cc3)nn3cccc23)n[nH]1,,Razupenem,
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](C(=O)NC(C)(C)C)C4)cc3)nn3cccc23)n[nH]1,,"2,4-Dinitrophenol",
CO[C@@H]1CC/C=C/C=C/CCOC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](Cc2cccc(O)c2)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1C,,"4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole",
CO[C@@H]1CC/C=C/c2cccc(c2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](Cc2cccc(O)c2)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1C,,Cefditoren,
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](O)C4)cc3)nn3cccc23)n[nH]1,,Nanaomycin D,
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](NS(C)(=O)=O)C4)cc3)nn3cccc23)n[nH]1,,Niguldipine,
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CCC(C(=O)C(C)(C)C)C4)cc3)nn3cccc23)n[nH]1,,Efatutazone,
CSc1nc(N)nc(-c2ccc3c4c(cc(Cl)cc24)COC3)n1,,Mitolactol,
Cc1cc(C)c2cc1C(=O)NCCOC(=O)NCCSc1cc-2nc(N)n1,,Moxifloxacin,
CCC(=O)c1cccc(Nc2nc(N)nc3nc[nH]c23)c1,,6-O-Phosphoryl Inosine Monophosphate,
Cc1ccc(Nc2nncc3c(-c4ccc(O)cc4)cccc23)cc1,,Rhodamine 6G,
Oc1ccc(-c2cccc3c(Nc4cccc(O)c4)nncc23)cc1,,6-CHLORO-4-(CYCLOHEXYLSULFANYL)-3-PROPYLQUINOLIN-2(1H)-ONE,
COc1ccc(S(=O)(=O)Nc2cncc(-c3cnc(N)nc3)c2)cc1,,(-)-menthol 1-propylene glycol carbonate,
Nc1ncc(-c2cncc(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c2)cn1,,"1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE",
COC(=O)[C@H]1[C@@H](c2ccc(C)cc2)C[C@@H]2CC[C@H]1N2C/C=C/CF,,UNII-6WKC8VL781,
COc1cc2nncc(-c3cnc(NC(C)C)c(C)c3)c2cc1OC,,947192-73-6,
CCOC(=O)N1CCC(CN(Cc2ccc(Cl)cc2)Cc2ccc([N+](=O)[O-])s2)C1,,SR9009,
COc1ccc(Nc2nncc3c(-c4ccc(O)cc4)cccc23)cc1,,2-chloro-5-[(1S)-1-hydroxy-3-oxo-2H-isoindol-1-yl]benzenesulfonamide,
CC(C)N(CCCn1c(Sc2cc3c(cc2I)OCO3)nc2c(N)ncnc21)C(=S)Nc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1,,Pidotimod,
O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCCCCCCOP(=O)(O)O[C@@H]1[C@H](O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O,,Pyridoxamine-5'-Phosphate,
NC(=O)Cc1ccc(Nc2nncc3c(-c4ccc(O)cc4)cccc23)cc1,,Sulfanilamide,
Nc1ncc(-c2cncc(NS(=O)(=O)c3ccc4ccccc4c3)c2)cn1,,"METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)NC5=CCC(F)C=C5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,,Facinicline,
O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCCCCCCOP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,,RH-1,
O=C(Nc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccccc1,,Ambazone,
Cc1ccc(S(=O)(=O)Nc2cncc(-c3cnc(N)nc3)c2)cc1[N+](=O)[O-],,OTL-38,
O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCCCCCCOP(=O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O,,Tretazicar,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCCNC(=O)CCOCCOCCOCCOCCNC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)NC1=O,,Methylbenactyzium,
CC[C@H](C)C(=O)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,,"1,3-Thiazol-5-Ylmethyl [(2r,5r)-5-{[(2s)-2-Methylbutanoyl]amino}-1,6-Diphenylhexan-2-Yl]carbamate",
O=S(=O)(c1ccc(O)cc1O)N1Cc2ccccc2C1,,"4-(Isoindolin-2-Ylsulfonyl)benzene-1,3-Diol",
Cc1ccc(-c2ncn(-c3ccc(Nc4nccc(-c5cccc(N6CCOCC6)c5)n4)cc3)n2)cn1,,SR-3306,
Fc1cnc(-c2c[nH]c3ncc(Cl)cc23)nc1NC1CCCCC1,,Nafarelin,
C[C@H](Nc1nc(-c2c[nH]c3ncc(Cl)cc23)ncc1F)C(=O)N(C)C,,18-methyl-19-nortestosterone,
COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3ccccc3Cl)ccc2n1,,"dimethyl (1R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",
CN(C)C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(/C=C/c3ccc(Cl)cc3)ccc2n1,,I-Coeleneterazine,
COC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,,"3-{[(2,2-dioxido-1,3-dihydro-2-benzothien-5-yl)amino]methylene}-5-(1,3-oxazol-5-yl)-1,3-dihydro-2H-indol-2-one",
COC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,,"N-Methyl-4-{[(2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}benzenesulfonamide",
C[n+]1c(C#Cc2ccccc2)cccc1C#Cc1ccccc1,,Ergosterol,
NC(=O)c1cnc(Nc2ccc(N3CCC[C@@H](C(N)=O)C3)cc2)nc1NC1CC1,,"US8501944, 376",
CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CCC(O)CC3)CC2)n1,,Methacrylyl-Coenzyme A,
COc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,,1356013-39-2,
Cc1cc(NC(=O)c2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc(-n2cnc(C)c2)c1,,Emapunil,
CCOc1cc2c(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OC,,1188907-53-0,
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCCCN1CCN(CCO)CC1,,Soraphen A,
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OC[C@H](O)CN1CCN(C)CC1,,Iotrolan,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C5(C(F)(F)F)CC5)nn4-c4ccccc4)c3)c2cc1OC,,"US9730937, Example 383",
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCN1CCCCC1,,9-Deazaadenine,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(C(F)(F)F)c4)c3)c2cc1OC,,"US9730937, Example 380",
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(F)(F)F)nn4-c4ccc(F)cc4)c3)c2cc1OC,,"1-[3-(6,7-dimethoxyquinazolin-4-ylthio)phenyl]-3-[1-(4-fluorophenyl)-3-(trifluoromethyl)-1H-pyrazol-5-yl]urea",
CCOc1cccc(NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)c1,,Testosterone succinate,
CCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(F)(F)F)nn4-c4ccccc4)c3)c2cc1OC,,Hydrocortisone butyrate,
CCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(CF)CF)on4)c3)c2cc1OC,,Bremelanotide,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(F)(F)F)no4)c3)c2cc1OC,,"US9730937, Example 382",
CCOc1cc2c(Sc3cccc(NC(=O)Nc4cc(C(C)(CF)CF)on4)c3)ncnc2cc1OC,,Methylecgonine,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(CF)CF)on4)c3F)c2cc1OC,,Nandrolone phenpropionate,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)F)no4)c3)c2cc1O,,Carbamazepine,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(CF)CF)no4)c3)c2cc1OC,,Ticagrelor,
COc1ccc(NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)cc1Cl,,WRR-112,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccccc4F)c3)c2cc1OC,,"3-[[(3R,4S,5S,6R)-7-Benzyl-4,5-dihydroxy-1,1-dioxo-3,6-bis(phenoxymethyl)-1,2,7-thiadiazepan-2-yl]methyl]-N-methylbenzamide",
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(F)F)nn4-c4ccccc4)c3)c2cc1OC,,"1-(3-(1,1-difluoroethyl)-1-phenyl-1H-pyrazol-5-yl)-3-(3-(6,7-dimethoxyquinazolin-4-ylthio)phenyl)urea",
COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)F)no4)c3)c2cc1OC,,L-Rhamnitol,
CCOc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(CF)CF)on4)c3)c2cc1OC,,Triazavirin,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4Cc4ccccc4)c3)c2cc1OC,,Pagoclone,
COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Sc3ncnc4cc(OC)c(OC)cc34)c2)cc1,,Niaprazine,
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCC1CCNCC1,,Docetaxel,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4C(C)C)c3)c2cc1OC,,Flortaucipir F-18,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(F)c4)c3)c2cc1OC,,Diflorasone,
CCOc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)F)no4)c3)c2cc1OC,,Ivacaftor,
CCOC(=O)Cn1nc(C(C)(C)C)cc1NC(=O)Nc1cccc(Oc2ncnc3cc(OCCOC)c(OC)cc23)c1,,Cpad,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(F)(F)F)n(C)n4)c3)c2cc1OC,,"1-[3-(6,7-dimethoxyquinazolin-4-yloxy)phenyl]-3-[1-methyl-5-(trifluoromethyl)-1H-pyrazol-3-yl]urea",
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cccc(C(C)(C)C#N)c4)c3)c2cc1OC,,"1,2-icosapentoyl-sn-glycero-3-phosphoserine",
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(F)(F)F)nn4-c4ccc(C)cc4)c3)c2cc1OC,,"1-[3-(6,7-dimethoxyquinazolin-4-yloxy)phenyl]-3-[1-p-tolyl-3-(trifluoromethyl)-1H-pyrazol-5-yl]urea",
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)c3)c2cc1OC,,"1-(3-(6,7-dimethoxyquinazolin-4-yloxy)phenyl)-3-(4-(trifluoromethyl)phenyl)urea",
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cccc(C(C)C)c4)c3)c2cc1OC,,N-Ethyl-5'-Carboxamido Adenosine,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)c2cc1OC,,"1-(4-chloro-3-(trifluoromethyl)phenyl)-3-(3-(6,7-dimethoxyquinazolin-4-ylthio)phenyl)urea",
COc1cc2ncnc(Oc3cc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(C)cc4)c(F)cc3F)c2cc1OC,,D-4-hydroxyphenylglycine,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4cncc(F)c4)c3)c2cc1OC,,Melagatran,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCN1CCS(=O)(=O)CC1,,Octyl triazone,
COCCOc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)no4)c3)c2cc1OCCOC,,4-methoxybenzenesulfinate,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4ccc(C(C)(C)C)cc4)c3)c2cc1OC,,Oxidronic acid,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(CF)CF)nn4-c4ccccc4)c3)c2cc1OC,,Glesatinib,
COCCOc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(CF)CF)nn4-c4ccccc4)c3)c2cc1OC,,"6-(2,6-dibromophenyl)pyrido[2,3-d]pyrimidine-2,7-diamine",
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccncc4)c3)c2cc1OC,,anle138b,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C5(C(F)(F)F)CCC5)no4)c3)c2cc1OC,,"US9730937, Example 156",
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4C)c3)c2cc1OC,,"(5S)-2-(Cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5H)-one",
COCCOc1cc(NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)cc(C(F)(F)F)c1,,"1-(3-(6,7-dimethoxyquinazolin-4-yloxy)phenyl)-3-(3-(2-methoxyethoxy)-5-(trifluoromethyl)phenyl)urea",
CCc1cc(NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)n(-c2ccccc2)n1,,Methocarbamol,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)C)nn4-c4ccccc4)c3)c2cc1OC,,2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c3)c2cc1OC,,"1-(3-(6,7-dimethoxyquinazolin-4-ylthio)phenyl)-3-(3-(trifluoromethyl)phenyl)urea",
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3F)c2cc1OC,,"1-(3-(6,7-dimethoxyquinazolin-4-yloxy)-2-fluorophenyl)-3-(5-(1,1,1-trifluoro-2-methylpropan-2-yl)isoxazol-3-yl)urea",
COc1cc2c(Sc3cccc(NC(=O)Nc4cc(C(C)(C)F)no4)c3)ncnc2cc1OCCN1CCOCC1,,Azintamide,
COCCOc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C5CCCC5)on4)c3)c2cc1OC,,DAS869,
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1O[C@H]1CCN(CC(F)F)C1,,"(S)-1-(5-tert-Butylisoxazol-3-yl)-3-(3-{7-[1-(2,2-difluoroethyl)pyrrolidin-3-yloxy]-6-methoxyquinazolin-4-yloxy}phenyl)urea",
COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C5CCCC5)on4)c3)c2cc1OC,,"4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccccc4C)c3)c2cc1OC,,Mirogabalin,
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1O[C@@H]1CCNC1,,2-Methyl-3-(2-Aminothiazolo)Propanal,
COCCOc1cc2ncnc(Sc3cccc(NC(=O)Nc4ccc(C(F)(F)F)c(OC)c4)c3)c2cc1OC,,1-(3-methoxy-4-(trifluoromethyl)phenyl)-3-(3-(6-methoxy-7-(2-methoxyethoxy)quinazolin-4-ylthio)phenyl)urea,
COc1cc(OC2CCOCC2)c2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2c1,,"(5-{3-[5-(PIPERIDIN-1-YLMETHYL)-1H-INDOL-2-YL]-1H-INDAZOL-6-YL}-2H-1,2,3-TRIAZOL-4-YL)METHANOL",
COCCOc1ccc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2c1,,Methylergometrine,
COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(F)(F)F)no4)c3)c2cc1OC,,"US9730937, Example 229",
COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(F)(F)F)nn4C)c3)c2cc1OC,,1-{3-[6-methoxy-7-(2-methoxyethoxy)quinazolin-4-yloxy]phenyl}-3-[1-methyl-3-(trifluoromethyl)-1H-pyrazol-5-yl]urea,
CCOc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccccc4)c3)ncnc2cc1OC,,"4-AMINO-2-OCTYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL",
COCCOc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(CF)CF)on4)c3)c2cc1OC,,Fenyramidol,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(Cl)cc(C(F)(F)F)c4)c3)c2cc1OC,,"US9730937, Example 140",
COc1cc2nc(Cl)nc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,,Clonazolam,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cccc(C(C)(C)C#N)c4)c3)c2cc1OC,,Copper usnate,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCN1CCC(CO)CC1,,Cavosonstat,
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCCCN1CCC(CO)CC1,,N-[(BENZYLOXY)CARBONYL]-L-CYSTEINYLGLYCINE,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCCN1CCC(CO)CC1,,"4,7-Dioxosebacic Acid",
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1O[C@H]1CCN(CC(F)(F)F)C1,,"(S)-1-(5-tert-butylisoxazol-3-yl)-3-(3-{6-methoxy-7-[1-(2,2,2-trifluoroethyl)pyrrolidin-3-yloxy]quinazolin-4-yloxy}phenyl)urea",
COc1cc2ncnc(Oc3ccc(Cl)c(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccccc4)c3)c2cc1OC,,Edetate disodium anhydrous,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccccc4C)c3)c2cc1OC,,Acetone Cyanohydrin,
COc1cc2ncnc(Oc3cc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccccc4)c(F)cc3F)c2cc1OC,,Clefamide,
COc1ccc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2c1,,Bismuth subgallate,
CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3ncnc4cc5c(cc34)OCCO5)c2)no1,,"1-(5-tert-butylisoxazol-3-yl)-3-[3-(7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-yloxy)phenyl]urea",
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)C)on4)c3)c2cc1OC,,BMS-564929,
COCC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)on1,,Sofosbuvir,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(F)(F)F)nn4-c4ccccc4)c3)c2cc1OC,,"1-[3-(6,7-dimethoxyquinazolin-4-yloxy)phenyl]-3-[1-phenyl-3-(trifluoromethyl)-1H-pyrazol-5-yl]urea",
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccccc4C(F)(F)F)c3)c2cc1OC,,"US9730937, Example 376",
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccccn4)c3)c2cc1OC,,Tenofovir alafenamide,
CCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)F)no4)c3)c2cc1OC,,Isoferulic acid,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCCN1CCN(C)CC1,,Cenisertib,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)C)nn4-c4cccnc4)c3)c2cc1OC,,"2-chloro-4,5-dimethylphenol",
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C5CC5)nn4-c4ccccc4)c3)c2cc1OC,,beta-Hydroxyasparagine,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccccn4)c3)c2cc1OC,,4-(N-ACETYLAMINO)-3-[N-(2-ETHYLBUTANOYLAMINO)]BENZOIC ACID,
CCOC(=O)Cn1nc(C(C)(C)C)cc1NC(=O)Nc1cccc(Sc2ncnc3cc(OC)c(OC)cc23)c1,,BMS-754807,
COc1cc2c(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCCN1CCC(CO)CC1,,Technetium Tc-99m pertechnetate,
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCC1CCN(C)CC1,,Methantheline,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)c3)c2cc1OC,,"1-(3-(6,7-dimethoxyquinazolin-4-ylthio)phenyl)-3-(4-(trifluoromethyl)phenyl)urea",
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4CC(C)C)c3)c2cc1OC,,ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccccc4C(F)(F)F)c3)c2cc1OC,,"US9730937, Example 375",
COCCOc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccccc4)c3)c2cc1OC,,5-(DIMETHYLAMINO)-2-NAPHTHALENESULFONIC ACID,
COCCOc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(C)cc4C)c3)c2cc1OC,,17-METHYL-17-ALPHA-DIHYDROEQUILENIN,
COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)cn1,,2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,
COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccc(C(F)(F)F)c(F)c4)c3)c2cc1OC,,1-(3-fluoro-4-(trifluoromethyl)phenyl)-3-(3-(6-methoxy-7-(2-methoxyethoxy)quinazolin-4-yloxy)phenyl)urea,
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(Cl)cc4)c3)c2cc1OC,,NAM NAPTHYLAMINOALANINE,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(C)c4)c3)c2cc1OC,,Caroxazone,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(C)cc4)c3)c2cc1OC,,"2',4'-DICHLORO-4-HYDROXY-1,1'-BIPHENYL-3-CARBOXYLIC ACID",
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCCN1CCCCC1,,N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan,
COc1cc2ncnc(Oc3ccc(Cl)c(NC(=O)Nc4cc(C(F)(F)F)nn4-c4ccccc4)c3)c2cc1OC,,"US9730937, Example 300",
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1O[C@H]1CCNC1,,Pradefovir,
COc1cc2c(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCCN1CCN(C)CC1,,4-[5-(2-CARBOXY-1-FORMYL-ETHYLCARBAMOYL)-PYRIDIN-3-YL]-BENZOIC ACID,
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1O,,"1-(3-(6-hydroxy-7-methoxyquinazolin-4-yloxy)phenyl)-3-(5-(1,1,1-trifluoro-2-methylpropan-2-yl)isoxazol-3-yl)urea",
COc1cc2ncnc(Oc3cc(NC(=O)Nc4cc(C(F)(F)F)nn4-c4ccccc4)c(F)cc3F)c2cc1OC,,"US9730937, Example 271",
